song_id,model_name,word,word_idx,start,end,error_type,artifact_rms,vocal_rms,artifact_to_signal_ratio,spectral_centroid,spectral_flatness
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,i,0,16.84,16.93,correct,0.44931563138961794,1.1942827463150025,0.39101381599903107,2338.5561814143994,0.5561883002519608
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,know,1,16.93,17.1,correct,0.21295516565442085,0.9360466808080673,0.24813485965132714,2196.1797703191414,0.5299844413995742
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,the,2,17.1,17.21,correct,0.16899029289682707,0.4932107801238696,0.35565023745099705,2579.7801922063095,0.5846842626730601
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,season's,3,17.21,17.97,substitution,0.33389938313786577,0.5941579392770442,0.5652618335514534,2557.1467734304088,0.5115805399127122
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,ripe,4,17.97,18.24,substitution,0.17163307865460714,0.6016912563393514,0.614523475120465,2100.9515025408937,0.5176062395175298
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,for,5,18.24,18.33,correct,0.14309729432517831,0.17310161617669192,0.89220914515582,2053.2008292870682,0.5024905150586908
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,change,6,18.33,19.31,substitution,0.1974675035192853,0.577665612740176,0.4552941999265126,2693.5488149831635,0.5034796706267766
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,it's,7,19.63,19.77,substitution,0.11791279586032033,0.28017285373061895,0.9046426629647613,3254.657940892387,0.647452937439084
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,changing,8,19.77,20.5,correct,0.18059365979478328,0.871122717951672,0.27074595121077344,2372.545527631154,0.5308784763269787
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,all,9,20.5,20.82,correct,0.19651176226990563,1.2016816547938756,0.16740355151040212,2364.6392032196613,0.5037484535149166
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,around,10,20.82,21.6,substitution,0.19336925201556263,0.747258707749493,0.5293271918507183,2194.506630854098,0.48649005188661465
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,i,11,21.84,21.99,correct,0.309507256045061,1.0276031879817737,0.31480829417705536,2471.8916382669427,0.6050445051754222
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,know,12,21.99,22.13,correct,0.1837516250088811,0.8093147724866867,0.249498319812119,2253.130723202289,0.5408601704984903
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,the,13,22.13,22.26,correct,0.16237704008817672,0.5212840278943379,0.34005097051461536,2517.781520451854,0.5987673203150431
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,reasons,14,22.26,22.97,correct,0.14668094884459074,0.6103072723785004,0.30107046983071734,2581.754686903876,0.5735302954525142
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,you've,15,22.97,23.28,substitution,0.20613218383754,0.5284945719382342,0.5664802936508375,2237.8113668389874,0.5107652580036837
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,arranged,16,23.28,24.21,substitution,0.19655829686671494,0.5461667443811894,0.5200521995127201,2157.6476766681494,0.43858432069420816
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,they're,17,24.63,24.76,substitution,0.13294066128631432,0.19903107658028601,0.8255964497725169,1631.725767964095,0.4090962847073873
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,tearing,18,24.76,25.45,correct,0.139785319289847,0.7814549568637803,0.24881175694030686,2588.502810645159,0.5610807582333281
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,me,19,25.45,25.52,substitution,0.13695099825660387,0.670012354850769,0.24556594755914476,1850.0102155663678,0.4299940698676639
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,down,20,25.52,26.32,correct,0.19848018429826858,0.6164198673308589,0.5870621289278186,2241.3979930580663,0.5389240498459617
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,where,21,26.67,27.04,correct,0.2030892739208733,0.7775945544424581,0.5273482812250533,2733.792569930202,0.6091084509361081
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,is,22,27.04,27.17,correct,0.16144023587306341,0.3580370525519053,0.5058945536613464,2683.9223340672443,0.5923278292020162
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,the,23,27.17,27.25,correct,0.20841754310660893,0.4812617467509376,0.5381735497050815,2446.3591720723743,0.5942520863480039
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,peacefulness,24,27.25,28.26,substitution,0.23669363537786203,0.5699555436063797,0.5827695957017601,2319.5544043577243,0.5246841828210638
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,of,25,28.26,28.32,correct,0.48868119716644287,0.5564188531466893,0.8762812699590411,1346.410150940444,0.3261453296457018
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,mind,26,28.32,29.01,correct,0.22002061019341151,1.170474836031596,0.23333590070406596,1986.2248898855469,0.4569065554936727
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,where,27,29.01,29.51,correct,0.1535412866484236,0.3463356625288725,0.9701644389165772,2354.339483707452,0.5542839544790762
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,will,28,31.68,32.12,correct,0.2533374264991532,0.7425284860655665,0.4710463664184014,2008.6493612736429,0.4585198735197385
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,my,29,32.12,32.26,correct,0.2845147857442498,0.9829426631331444,0.30579654313623905,2044.6498991651467,0.4750948753207922
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,heart,30,32.26,32.62,correct,0.18709219648287848,0.7365174889564514,0.41296513512348515,2200.4545705564824,0.535771403557215
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,come,31,32.62,32.92,correct,0.19955380193211816,0.6913107087214788,0.3239296855348529,1978.9458881971568,0.47129231917135644
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,back,32,32.92,33.2,substitution,0.2050443378186995,0.7275392151167316,0.6263797864798577,2073.771428875563,0.5128559633608787
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,to,33,33.2,33.3,substitution,0.16782154955647208,0.22685168954459103,0.7609745426611467,2937.438164738883,0.663035284389149
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,life,34,33.3,34.38,correct,0.2119685533400784,0.8076255198122344,0.435888971401076,2270.585632413055,0.5221357982382815
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,i'm,35,36.24,36.7,correct,0.26655185014009475,1.161100589632988,0.2827175581455231,3008.6598869156614,0.6115691047906876
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,alright,36,36.7,37.68,correct,0.21874796813529618,0.8422825484589305,0.6124302714641364,2158.9083431217923,0.4946659931315566
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,as,37,38.4,38.58,correct,0.20641341246664524,0.4281157076358795,0.5085963398218155,2486.028875156948,0.593023307621479
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,i,38,38.58,38.61,correct,0.23986665531992912,0.3108448386192322,0.8068407773971558,2438.5038473654413,0.5708386152982712
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,pick,39,38.61,38.89,correct,0.2788082673665016,0.44466879717524976,1.1666455355382734,2252.051839277867,0.5183065418274172
Angels_In_Amplifiers_-_I_m_Alright,nvidia/canary-1b-v2,up,40,38.89,39.01,correct,0.1985118900026594,0.3727112566786153,0.6833302591528211,1625.1514147840378,0.3947390488215855
